GeoFips,GeoName,LineCode,Description,2020
56000,Wyoming,1,All industry total,36256.7
56000,Wyoming,2,  Private industries,30805.8
56000,Wyoming,3,"    Agriculture, forestry, fishing and hunting",1108
56000,Wyoming,4,      Farms,1064.8
56000,Wyoming,5,"      Forestry, fishing, and related activities",61.7
56000,Wyoming,6,"    Mining, quarrying, and oil and gas extraction",7922.6
56000,Wyoming,7,      Oil and gas extraction,5298.6
56000,Wyoming,8,      Mining (except oil and gas),2977.8
56000,Wyoming,9,      Support activities for mining,614.7
56000,Wyoming,10,    Utilities,895.3
56000,Wyoming,11,    Construction,1534.4
56000,Wyoming,12,    Manufacturing,3360.5
56000,Wyoming,13,      Durable goods manufacturing,474
56000,Wyoming,14,        Wood product manufacturing,37.3
56000,Wyoming,15,        Nonmetallic mineral product manufacturing,132.4
56000,Wyoming,16,        Primary metal manufacturing,24.4
56000,Wyoming,17,        Fabricated metal product manufacturing,124.6
56000,Wyoming,18,        Machinery manufacturing,55.1
56000,Wyoming,19,        Computer and electronic product manufacturing,41.5
56000,Wyoming,20,"        Electrical equipment, appliance, and component manufacturing",28.2
56000,Wyoming,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",14.5
56000,Wyoming,22,        Other transportation equipment manufacturing,5.4
56000,Wyoming,23,        Furniture and related product manufacturing,5.6
56000,Wyoming,24,        Miscellaneous manufacturing,8.3
56000,Wyoming,25,      Nondurable goods manufacturing,2946
56000,Wyoming,26,        Food and beverage and tobacco product manufacturing,65
56000,Wyoming,27,        Textile mills and textile product mills,14.7
56000,Wyoming,28,"        Apparel, leather, and allied product manufacturing",0.5
56000,Wyoming,29,        Paper manufacturing,0
56000,Wyoming,30,        Printing and related support activities,9.3
56000,Wyoming,31,        Petroleum and coal products manufacturing,2520
56000,Wyoming,32,        Chemical manufacturing,545.7
56000,Wyoming,33,        Plastics and rubber products manufacturing,46.2
56000,Wyoming,34,    Wholesale trade,1203.1
56000,Wyoming,35,    Retail trade,1945.4
56000,Wyoming,36,    Transportation and warehousing,2585.3
56000,Wyoming,37,      Air transportation,9.6
56000,Wyoming,38,      Rail transportation,811.8
56000,Wyoming,39,      Water transportation,12.8
56000,Wyoming,40,      Truck transportation,299.5
56000,Wyoming,41,      Transit and ground passenger transportation,21.4
56000,Wyoming,42,      Pipeline transportation,1075.3
56000,Wyoming,43,      Other transportation and support activities,230.3
56000,Wyoming,44,      Warehousing and storage,101.6
56000,Wyoming,45,    Information,700.8
56000,Wyoming,46,      Publishing industries (except Internet),95.8
56000,Wyoming,47,      Motion picture and sound recording industries,22.1
56000,Wyoming,48,      Broadcasting (except Internet) and telecommunications,499.3
56000,Wyoming,49,"      Data processing, hosting, and other information services",85.7
56000,Wyoming,50,"    Finance, insurance, real estate, rental, and leasing",4400.1
56000,Wyoming,51,      Finance and insurance,842.4
56000,Wyoming,52,"        Monetary Authorities- central bank, credit intermediation, and related services",387.1
56000,Wyoming,53,"        Securities, commodity contracts, and other financial investments and related activities",56.9
56000,Wyoming,54,        Insurance carriers and related activities,339.6
56000,Wyoming,55,"        Funds, trusts, and other financial vehicles",48.2
56000,Wyoming,56,      Real estate and rental and leasing,3541.8
56000,Wyoming,57,        Real estate,3038.3
56000,Wyoming,58,        Rental and leasing services and lessors of nonfinancial intangible assets,478.5
56000,Wyoming,59,    Professional and business services,1754.5
56000,Wyoming,60,"      Professional, scientific, and technical services",1144.8
56000,Wyoming,61,        Legal services,155.3
56000,Wyoming,62,        Computer systems design and related services,170.9
56000,Wyoming,63,"        Miscellaneous professional, scientific, and technical services",830.2
56000,Wyoming,64,      Management of companies and enterprises,149.4
56000,Wyoming,65,      Administrative and support and waste management and remediation services,464.2
56000,Wyoming,66,        Administrative and support services,406.8
56000,Wyoming,67,        Waste management and remediation services,59
56000,Wyoming,68,"    Educational services, health care, and social assistance",1621.9
56000,Wyoming,69,      Educational services,102.2
56000,Wyoming,70,      Health care and social assistance,1519.6
56000,Wyoming,71,        Ambulatory health care services,917.8
56000,Wyoming,72,        Hospitals,251.7
56000,Wyoming,73,        Nursing and residential care facilities,164.9
56000,Wyoming,74,        Social assistance,188.4
56000,Wyoming,75,"    Arts, entertainment, recreation, accommodation, and food services",1121.8
56000,Wyoming,76,"      Arts, entertainment, and recreation",198.1
56000,Wyoming,77,"        Performing arts, spectator sports, museums, and related activities",47.4
56000,Wyoming,78,"        Amusement, gambling, and recreation industries",150.7
56000,Wyoming,79,      Accommodation and food services,923.5
56000,Wyoming,80,        Accommodation,475.7
56000,Wyoming,81,        Food services and drinking places,446.4
56000,Wyoming,82,    Other services (except government and government enterprises),480.7
56000,Wyoming,83,  Government and government enterprises,5379.4
56000,Wyoming,84,    Federal civilian,869.3
56000,Wyoming,85,    Military,405.3
56000,Wyoming,86,    State and local,4115.1
56000,Wyoming,,Addenda:,
56000,Wyoming,87,Natural resources and mining,9062
56000,Wyoming,88,Trade,3140.4
56000,Wyoming,89,Transportation and utilities,3471.4
56000,Wyoming,90,Manufacturing and information,4081.7
56000,Wyoming,91,Private goods-producing industries 2/,14126.9
56000,Wyoming,92,Private services-providing industries 3/,16645.5
91000,New England,1,All industry total,948806.2
91000,New England,2,  Private industries,853545.8
91000,New England,3,"    Agriculture, forestry, fishing and hunting",3280.4
91000,New England,4,      Farms,2330
91000,New England,5,"      Forestry, fishing, and related activities",1123.3
91000,New England,6,"    Mining, quarrying, and oil and gas extraction",840.7
91000,New England,7,      Oil and gas extraction,14
91000,New England,8,      Mining (except oil and gas),796.5
91000,New England,9,      Support activities for mining,36.8
91000,New England,10,    Utilities,15316
91000,New England,11,    Construction,27639.2
91000,New England,12,    Manufacturing,99587.4
91000,New England,13,      Durable goods manufacturing,66674.8
91000,New England,14,        Wood product manufacturing,775.3
91000,New England,15,        Nonmetallic mineral product manufacturing,1325
91000,New England,16,        Primary metal manufacturing,2180.9
91000,New England,17,        Fabricated metal product manufacturing,8266.4
91000,New England,18,        Machinery manufacturing,5108.5
91000,New England,19,        Computer and electronic product manufacturing,26600
91000,New England,20,"        Electrical equipment, appliance, and component manufacturing",3460.2
91000,New England,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",736.2
91000,New England,22,        Other transportation equipment manufacturing,10470.5
91000,New England,23,        Furniture and related product manufacturing,725
91000,New England,24,        Miscellaneous manufacturing,7920.3
91000,New England,25,      Nondurable goods manufacturing,32856.5
91000,New England,26,        Food and beverage and tobacco product manufacturing,6445.7
91000,New England,27,        Textile mills and textile product mills,840.5
91000,New England,28,"        Apparel, leather, and allied product manufacturing",585.4
91000,New England,29,        Paper manufacturing,2209.3
91000,New England,30,        Printing and related support activities,2073.9
91000,New England,31,        Petroleum and coal products manufacturing,1257.2
91000,New England,32,        Chemical manufacturing,16586
91000,New England,33,        Plastics and rubber products manufacturing,2876.1
91000,New England,34,    Wholesale trade,49259.5
91000,New England,35,    Retail trade,50433.5
91000,New England,36,    Transportation and warehousing,15004.3
91000,New England,37,      Air transportation,1149.6
91000,New England,38,      Rail transportation,590.4
91000,New England,39,      Water transportation,261.3
91000,New England,40,      Truck transportation,3246.6
91000,New England,41,      Transit and ground passenger transportation,2697.7
91000,New England,42,      Pipeline transportation,699.5
91000,New England,43,      Other transportation and support activities,3500.2
91000,New England,44,      Warehousing and storage,2786.8
91000,New England,45,    Information,63041.4
91000,New England,46,      Publishing industries (except Internet),25016.5
91000,New England,47,      Motion picture and sound recording industries,2324.1
91000,New England,48,      Broadcasting (except Internet) and telecommunications,22710.3
91000,New England,49,"      Data processing, hosting, and other information services",13005.2
91000,New England,50,"    Finance, insurance, real estate, rental, and leasing",219210.4
91000,New England,51,      Finance and insurance,92454.3
91000,New England,52,"        Monetary Authorities- central bank, credit intermediation, and related services",19647.1
91000,New England,53,"        Securities, commodity contracts, and other financial investments and related activities",25487.5
91000,New England,54,        Insurance carriers and related activities,47565.2
91000,New England,55,"        Funds, trusts, and other financial vehicles",1369.9
91000,New England,56,      Real estate and rental and leasing,126454.7
91000,New England,57,        Real estate,114055.6
91000,New England,58,        Rental and leasing services and lessors of nonfinancial intangible assets,13123.8
91000,New England,59,    Professional and business services,162363.3
91000,New England,60,"      Professional, scientific, and technical services",109377.9
91000,New England,61,        Legal services,10011.4
91000,New England,62,        Computer systems design and related services,28912.1
91000,New England,63,"        Miscellaneous professional, scientific, and technical services",71261.8
91000,New England,64,      Management of companies and enterprises,27000.2
